P46527,a,All alpha proteins,a.288,UraD-like,a.288.1,UraD-Like,a.288.1.1,UraD-like,5.86
Q96RT1,b,All beta proteins,b.36,PDZ domain-like,b.36.1,PDZ domain-like,b.36.1.0,automated matches,68.81
Q96RT1,b,All beta proteins,b.36,PDZ domain-like,b.36.1,PDZ domain-like,b.36.1.6,MTH1368 C-terminal domain-like,62.49
Q9BXK5,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.0,automated matches,99.77
Q9BXK5,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.1,Bcl-2 inhibitors of programmed cell death,99.64
Q9BXK5,c,Alpha and beta proteins (a/b),c.23,Flavodoxin-like,c.23.1,CheY-like,c.23.1.7,AF1403 C-terminal domain-like,13.11
Q9BXK5,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.43,ATP1G1/PLM/MAT8-like (FXYD-like),f.23.43.1,ATP1G1/PLM/MAT8-like (FXYD-like),10.51
Q9BXK5,d,Alpha and beta proteins (a+b),d.76,GYF/BRK domain-like,d.76.2,BRK domain-like,d.76.2.1,BRK domain-like,7.42
P55211,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.3,Caspase recruitment domain, CARD,98.85
P55211,a,All alpha proteins,a.32,Transcription factor IIA (TFIIA), alpha-helical domain,a.32.1,Transcription factor IIA (TFIIA), alpha-helical domain,a.32.1.1,Transcription factor IIA (TFIIA), alpha-helical domain,15.15
P55211,a,All alpha proteins,a.140,LEM/SAP HeH motif,a.140.1,LEM domain,a.140.1.1,LEM domain,14.33
P55211,a,All alpha proteins,a.26,4-helical cytokines,a.26.1,4-helical cytokines,a.26.1.2,Short-chain cytokines,9.35
P55211,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.0,automated matches,8.24
P06396,d,Alpha and beta proteins (a+b),d.109,Gelsolin-like,d.109.1,Actin depolymerizing proteins,d.109.1.1,Gelsolin-like,99.84
P06396,d,Alpha and beta proteins (a+b),d.109,Gelsolin-like,d.109.1,Actin depolymerizing proteins,d.109.1.2,Cofilin-like,9.64
P09488,a,All alpha proteins,a.45,GST C-terminal domain-like,a.45.1,GST C-terminal domain-like,a.45.1.1,Glutathione S-transferase (GST), C-terminal domain,99.46
P09488,a,All alpha proteins,a.45,GST C-terminal domain-like,a.45.1,GST C-terminal domain-like,a.45.1.0,automated matches,99.36
P09488,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.0,automated matches,99.1
P09488,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.5,Glutathione S-transferase (GST), N-terminal domain,98.95
P09488,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.1,Thioltransferase,96.57
P09488,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.12,ArsC-like,85.02
P09488,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.18,YKR049C-like,62.2
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.0,automated matches,99.59
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.26,Biotin biosynthesis protein BioH,99.57
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.10,Carbon-carbon bond hydrolase,99.55
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.21,PepX catalytic domain-like,99.43
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.40,O-acetyltransferase,99.42
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.12,Haloperoxidase,99.42
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.23,Ccg1/TafII250-interacting factor B (Cib),99.39
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.36,Atu1826-like,99.29
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.35,Hypothetical protein VC1974,99.18
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.13,Thioesterases,99.03
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.31,YdeN-like,98.97
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.19,Pancreatic lipase, N-terminal domain,98.81
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.18,Bacterial lipase,98
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.17,Fungal lipases,97.9
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.1,Acetylcholinesterase-like,97.48
Q0P651,c,Alpha and beta proteins (a/b),c.69,alpha/beta-Hydrolases,c.69.1,alpha/beta-Hydrolases,c.69.1.5,Serine carboxypeptidase-like,96.79
Q9HD36,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.0,automated matches,99.93
Q9HD36,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.1,Bcl-2 inhibitors of programmed cell death,99.85
Q9HD36,d,Alpha and beta proteins (a+b),d.76,GYF/BRK domain-like,d.76.2,BRK domain-like,d.76.2.1,BRK domain-like,41.91
Q9HD36,a,All alpha proteins,a.301,Sus1-like,a.301.1,Sus1-like,a.301.1.1,Sus1-like,25.35
P49662,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.3,Caspase recruitment domain, CARD,98.39
P49662,a,All alpha proteins,a.32,Transcription factor IIA (TFIIA), alpha-helical domain,a.32.1,Transcription factor IIA (TFIIA), alpha-helical domain,a.32.1.1,Transcription factor IIA (TFIIA), alpha-helical domain,21.45
P49662,a,All alpha proteins,a.140,LEM/SAP HeH motif,a.140.1,LEM domain,a.140.1.1,LEM domain,11.88
P49662,c,Alpha and beta proteins (a/b),c.30,PreATP-grasp domain,c.30.1,PreATP-grasp domain,c.30.1.0,automated matches,11.05
P49662,e,Multi-domain proteins (alpha and beta),e.52,NAD kinase/diacylglycerol kinase-like,e.52.1,NAD kinase/diacylglycerol kinase-like,e.52.1.2,Diacylglycerol kinase-like,8.82
Q01826,a,All alpha proteins,a.35,lambda repressor-like DNA-binding domains,a.35.1,lambda repressor-like DNA-binding domains,a.35.1.7,CUT domain,99.54
Q01826,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.1,Homeodomain-like,a.4.1.1,Homeodomain,97.36
Q01826,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.1,Homeodomain-like,a.4.1.0,automated matches,96.13
Q01826,a,All alpha proteins,a.35,lambda repressor-like DNA-binding domains,a.35.1,lambda repressor-like DNA-binding domains,a.35.1.2,Phage repressors,64.49
Q01826,a,All alpha proteins,a.35,lambda repressor-like DNA-binding domains,a.35.1,lambda repressor-like DNA-binding domains,a.35.1.12,EDF1-like,64.3
Q01826,a,All alpha proteins,a.35,lambda repressor-like DNA-binding domains,a.35.1,lambda repressor-like DNA-binding domains,a.35.1.0,automated matches,62.7
Q01826,a,All alpha proteins,a.35,lambda repressor-like DNA-binding domains,a.35.1,lambda repressor-like DNA-binding domains,a.35.1.3,SinR domain-like,59.45
Q01826,a,All alpha proteins,a.35,lambda repressor-like DNA-binding domains,a.35.1,lambda repressor-like DNA-binding domains,a.35.1.8,Probable transcriptional regulator VC1968, N-terminal domain,47.57
P35611,c,Alpha and beta proteins (a/b),c.74,AraD/HMP-PK domain-like,c.74.1,AraD/HMP-PK domain-like,c.74.1.1,AraD-like aldolase/epimerase,99.93
P35611,a,All alpha proteins,a.194,L27 domain,a.194.1,L27 domain,a.194.1.1,L27 domain,6.74
P35611,c,Alpha and beta proteins (a/b),c.149,AtpF-like,c.149.1,AtpF-like,c.149.1.1,AtpF-like,4.83
P35611,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.9,ENTH/VHS domain,a.118.9.2,VHS domain,2.23
P35611,a,All alpha proteins,a.2,Long alpha-hairpin,a.2.20,MxiH-like,a.2.20.0,automated matches,1.73
P35611,b,All beta proteins,b.92,Composite domain of metallo-dependent hydrolases,b.92.1,Composite domain of metallo-dependent hydrolases,b.92.1.11,DR0824-like,1.68
P35611,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.5,"Winged helix" DNA-binding domain,a.4.5.21,ets domain,1.54
P62745,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.8,G proteins,99.91
P62745,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.0,automated matches,99.9
P62745,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.10,Nitrogenase iron protein-like,99.38
P62745,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.1,Nucleotide and nucleoside kinases,95.55
P62745,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.25,Atu3015-like,95.22
P62745,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.11,RecA protein-like (ATPase-domain),95.16
